experiment_id,strain_name,species,assembly,culture_type,fermentation_type,reactor_scale,search_stage,replicate_id,batch_id,experiment_date,carbon_source,nitrogen_source,glucose_g_L,sucrose_g_L,maltose_g_L,total_carbon_g_L,ammonium_g_L,nitrate_g_L,yeast_extract_g_L,total_nitrogen_g_L,phosphate_g_L,sulfate_g_L,magnesium_g_L,calcium_g_L,trace_mix_x,vitamin_mix_x,pH,temperature_C,mixing,rpm,agar_percent,inoculum_g_L,incubation_time_h,feasible_growth,growth_rate_h_inv,fba_growth_proxy,biomass_g_L,glucose_uptake_proxy,nitrogen_uptake_proxy,phosphate_uptake_proxy,sulfate_uptake_proxy,fva_range_proxy,biomass_yield_g_per_g_carbon,organic_acid_g_L,ethanol_g_L,other_byproducts_g_L,total_byproducts_g_L,clean_score,is_synthetic,notes,growth_norm,biomass_norm,yield_norm,byproduct_penalty_norm,overall_rank_score,rank_within_strain
SYN0183,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,1,B1,2026-01-12,glucose,nitrate,15.98,0.0,0.0,15.98,0.0,5.35,0.0,5.35,4.12,1.77,0.132,0.212,1.52,0.69,4.38,27.2,high,237,0.0,0.68,48,0,0.00703,0.007046,0.044239,13.388278,4.580749,1.964752,0.635381,0.24636,0.002768,0.281392,0.055584,0.322841,0.659817,0.062835,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.019172500688628222,0.015520403090538551,0.024267716397366322,0.055589904619418866,0.003099,87
SYN0184,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,2,B4,2026-01-03,glucose,nitrate,14.81,0.0,0.0,14.81,0.0,1.02,0.0,1.02,4.42,0.39,0.17,0.081,1.18,0.94,5.09,32.8,medium,179,0.0,0.287,96,0,0.026354,0.027293,0.158866,11.167121,0.860741,2.710599,0.15766,0.208488,0.010727,0.319872,0.063971,0.155417,0.539261,0.227561,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.07187369603813773,0.05573508346439787,0.09404616827837736,0.04043071336948976,0.053365,34
SYN0185,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,2,B4,2026-01-01,sucrose,ammonium,0.0,23.0,0.0,23.0,3.48,0.0,0.0,3.48,1.45,1.94,0.505,0.339,0.96,0.65,4.8,24.8,medium,182,0.0,0.111,96,0,0.018235,0.019487,0.125474,16.15532,3.050085,0.632913,1.031681,0.173308,0.005455,0.211793,0.126549,0.198139,0.536481,0.18955,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.04973123044909469,0.044020141897019235,0.047825286469520695,0.040081145105157805,0.032358,48
SYN0186,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,3,B1,2026-01-20,glucose,ammonium,30.88,0.0,0.0,30.88,2.23,0.0,0.0,2.23,0.75,1.97,0.548,0.427,1.53,1.43,4.7,33.5,high,240,0.0,0.415,96,0,0.063235,0.064941,0.444703,20.159413,1.67126,0.428821,1.222073,0.231276,0.014401,0.372,0.094266,0.230215,0.696481,0.389686,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.1724570527802853,0.15601550251072052,0.12625700283181807,0.060200181901241434,0.125167,14
SYN0187,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,2,B1,2026-01-09,glucose,nitrate,32.31,0.0,0.0,32.31,0.0,3.47,0.0,3.47,2.59,0.16,0.486,0.22,1.45,0.19,4.56,32.4,medium,188,0.0,0.725,48,0,0.020357,0.019916,0.158424,26.958468,1.921128,1.457376,0.089152,0.210663,0.004903,0.187866,0.070246,0.248782,0.506895,0.238117,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.05551843478213439,0.055580016257498574,0.042985770771780014,0.03636088371360199,0.038391,43
SYN0188,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,3,B2,2026-01-28,maltose,ammonium,0.0,0.0,7.13,7.13,1.03,0.0,0.0,1.03,3.08,0.56,0.575,0.034,1.17,0.84,6.4,28.0,medium,178,0.0,0.807,48,0,0.002899,0.003023,0.014438,5.405357,0.670591,1.296748,0.346727,0.24409,0.002025,0.194934,0.109152,0.177448,0.481534,0.02911,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.007906270198624925,0.005065294871520504,0.0177536581302987,0.03317189063744276,-0.000202,96
SYN0189,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,2,B1,2026-01-09,maltose,ammonium,0.0,0.0,8.9,8.9,1.58,0.0,0.0,1.58,3.19,0.55,0.716,0.332,1.68,1.27,4.84,30.8,medium,181,0.0,0.875,96,0,0.06685,0.068831,0.380193,7.344409,1.101574,1.13346,0.178444,0.224717,0.042718,0.159943,0.077546,0.109448,0.346936,0.522868,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.18231602717422432,0.1333834085806895,0.37451889778276537,0.016247002420697362,0.181337,10
SYN0190,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,refine,1,B1,2026-01-07,glucose,nitrate,30.67,0.0,0.0,30.67,0.0,4.6,0.0,4.6,1.45,0.29,0.723,0.429,0.2,1.66,3.73,34.1,medium,181,0.0,0.142,48,0,0.007503,0.007594,0.058288,26.247823,2.69767,0.608136,0.170864,0.205101,0.0019,0.280393,0.107189,0.136688,0.524269,0.100055,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.02046248544335385,0.02044922478675628,0.016657753307440754,0.03854555962169672,0.008014,79
SYN0191,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,1,B1,2026-01-09,maltose,ammonium,0.0,0.0,31.66,31.66,4.88,0.0,0.0,4.88,3.99,1.32,0.272,0.454,0.67,0.62,6.02,36.3,low,111,0.0,0.892,96,0,0.068078,0.067636,0.513853,29.098163,3.845544,1.490959,0.480611,0.217726,0.01623,0.262794,0.109774,0.193524,0.566092,0.475814,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.18566507850361766,0.18027545128240932,0.14229228219987552,0.04380455009621301,0.145587,12
SYN0192,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,3,B3,2026-01-09,maltose,yeast_extract,0.0,0.0,27.59,27.59,0.0,0.0,0.87,0.522,2.82,0.33,0.405,0.127,0.2,0.25,6.26,36.9,medium,185,0.0,0.915,48,0,0.0,0.0,0.0,22.295662,0.327923,1.024068,0.180754,0.149501,0.0,1.417971,0.519528,0.533342,2.470841,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.28331527021060987,-0.070829,178
SYN0193,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,3,B6,2026-01-06,glucose,nitrate,30.98,0.0,0.0,30.98,0.0,1.76,0.0,1.76,3.37,1.76,0.655,0.408,0.98,1.66,3.99,23.8,high,239,0.0,0.706,72,0,0.000524,0.00054,0.004121,25.3821,1.281397,2.036879,0.962443,0.217093,0.000133,0.547411,0.155038,0.465127,1.167576,0.003517,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0014290740200343086,0.0014457736643258066,0.001166042731520853,0.11943754214781027,-0.02862,165
SYN0194,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,refine,3,B1,2026-01-19,maltose,ammonium,0.0,0.0,26.5,26.5,3.33,0.0,0.0,3.33,3.61,0.64,0.177,0.182,0.88,1.42,6.17,24.8,medium,184,0.0,0.853,24,0,0.010077,0.010276,0.069454,22.419246,2.471905,1.385293,0.387774,0.284827,0.002621,0.359084,0.112567,0.139504,0.611155,0.102047,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.02748240248069795,0.02436660133028017,0.022978932325685382,0.049470951065849984,0.010375,72
SYN0195,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,3,B2,2026-01-18,glucose,ammonium,22.02,0.0,0.0,22.02,2.99,0.0,0.0,2.99,4.02,1.89,0.191,0.059,1.59,1.99,3.59,26.0,low,115,0.0,0.87,72,0,0.003866,0.003884,0.027324,19.16467,2.348822,1.874289,1.113573,0.225556,0.001241,0.263429,0.105392,0.249941,0.618763,0.042291,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.010543511758497399,0.009586100364969267,0.010880143081333673,0.050427611265503755,-0.003386,103
SYN0196,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,2,B2,2026-01-17,sucrose,ammonium,0.0,9.65,0.0,9.65,1.33,0.0,0.0,1.33,2.25,1.23,0.158,0.359,0.63,0.69,6.41,37.4,medium,172,0.0,0.262,24,0,0.00726,0.00707,0.038761,8.72558,0.744323,1.399508,0.419198,0.226322,0.004017,0.190002,0.123121,0.192933,0.506056,0.071144,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.01979976600276542,0.013598552051184808,0.0352179973873629,0.03625538451440252,0.009669,74
SYN0197,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,2,B1,2026-01-20,maltose,ammonium,0.0,0.0,28.93,28.93,3.0,0.0,0.0,3.0,3.99,1.29,0.506,0.153,0.35,1.93,5.46,26.4,medium,172,0.0,0.15,72,0,0.053419,0.053329,0.409065,21.428536,2.239568,1.632928,0.756959,0.268667,0.01414,0.245625,0.0803,0.235027,0.560952,0.421709,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.14568646006910826,0.14351259500059116,0.12396875356169068,0.04315822603913882,0.115224,16
SYN0198,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,2,B2,2026-01-24,maltose,yeast_extract,0.0,0.0,12.48,12.48,0.0,0.0,2.29,1.374,2.58,0.52,0.327,0.331,1.69,1.42,4.05,35.1,low,116,0.0,0.615,48,0,0.032053,0.032903,0.200909,8.282654,0.962596,1.481881,0.255382,0.240263,0.016099,0.224827,0.049203,0.138032,0.412062,0.327763,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.08741623962625895,0.07048506215142769,0.14114377394552038,0.024436204860583247,0.077385,24
SYN0199,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,1,B1,2026-01-28,glucose,nitrate,14.31,0.0,0.0,14.31,0.0,4.29,0.0,4.29,1.23,1.56,0.243,0.314,1.62,0.83,5.48,37.9,high,240,0.0,0.094,48,0,0.022958,0.023288,0.140968,10.746282,3.361143,0.588145,0.491327,0.261172,0.009851,0.299046,0.081686,0.163211,0.543943,0.20582,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0626119873128772,0.049455914077330826,0.08636606727978889,0.041019446683735146,0.046242,39
SYN0200,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,2,B5,2026-01-20,glucose,yeast_extract,32.24,0.0,0.0,32.24,0.0,0.0,4.66,2.796,1.82,1.18,0.656,0.432,1.66,0.97,5.61,24.5,low,130,0.0,0.163,48,0,0.032401,0.034781,0.252952,27.011662,1.655703,0.674371,0.418598,0.222467,0.007846,0.422349,0.140521,0.13273,0.695599,0.266672,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0883653193189535,0.08874334868685792,0.06878775392114746,0.060089275710903015,0.060723,30
SYN0201,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,exploit,2,B6,2026-01-21,maltose,nitrate,0.0,0.0,31.35,31.35,0.0,5.1,0.0,5.1,3.95,0.35,0.111,0.463,0.43,0.8,3.96,22.3,high,232,0.0,0.483,96,0,0.000304,0.000304,0.002133,29.751153,3.748713,1.919268,0.153112,0.210138,6.8e-05,0.357051,0.105124,0.285168,0.747343,0.002846,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0008290811108595989,0.0007483220640638063,0.0005961722236347218,0.06659577221075647,-0.015978,146
SYN0202,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,1,B4,2026-01-02,glucose,ammonium,11.76,0.0,0.0,11.76,0.55,0.0,0.0,0.55,0.36,0.31,0.465,0.406,1.78,1.31,4.07,28.4,medium,187,0.0,0.433,96,0,9.1e-05,9.2e-05,0.000515,8.289585,0.458593,0.191957,0.160904,0.225153,4.4e-05,0.383764,0.229427,0.368451,0.981642,0.000524,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0002481788851586299,0.00018067785419262087,0.00038575849764599645,0.09605746097504146,-0.023787,163
SYN0203,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,1,B1,2026-01-04,glucose,ammonium,7.5,0.0,0.0,7.5,0.94,0.0,0.0,0.94,3.64,1.01,0.208,0.181,1.49,0.23,5.78,31.7,high,242,0.0,0.161,48,0,0.010059,0.010295,0.055114,6.754113,0.658348,2.505631,0.64935,0.175647,0.007349,0.151028,0.061884,0.172482,0.385394,0.125114,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.027433312151765477,0.019335687875673992,0.06443043634546426,0.021082864402596012,0.023985,58
SYN0204,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,2,B3,2026-01-14,glucose,ammonium,33.56,0.0,0.0,33.56,2.7,0.0,0.0,2.7,3.48,0.8,0.123,0.433,0.1,0.21,6.04,27.5,low,115,0.0,0.396,48,0,0.002345,0.002311,0.017313,25.128322,1.718329,2.38349,0.293346,0.225223,0.000516,0.288267,0.117777,0.254742,0.660786,0.025531,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.006395378963703156,0.00607393337793562,0.004523895108757594,0.055711750536015146,-0.008659,120
SYN0205,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,3,B1,2026-01-14,glucose,ammonium,23.36,0.0,0.0,23.36,4.04,0.0,0.0,4.04,3.53,0.69,0.736,0.369,1.63,1.47,4.55,28.8,low,123,0.0,0.391,48,1,0.137478,0.131245,0.888504,21.432163,3.144466,1.979867,0.318139,0.240419,0.038035,0.280753,0.081871,0.141601,0.504224,0.637959,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.37493556894327607,0.3117145556535153,0.33346191949921533,0.03602502154308737,0.298014,7
SYN0206,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,2,B3,2026-01-22,glucose,nitrate,17.77,0.0,0.0,17.77,0.0,5.95,0.0,5.95,3.24,0.75,0.31,0.221,0.17,1.1,5.94,25.2,high,238,0.0,0.821,72,0,0.002069,0.002124,0.014225,11.785838,4.137975,2.02784,0.264038,0.203825,0.000801,0.446922,0.05733,0.238222,0.742473,0.018799,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0056426605867385205,0.004990567914349576,0.007022558104873708,0.06598339902827569,-0.01137,130
SYN0207,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,1,B4,2026-01-14,glucose,yeast_extract,9.41,0.0,0.0,9.41,0.0,0.0,5.48,3.288,1.9,0.62,0.044,0.425,0.16,1.52,5.72,26.0,low,113,0.0,0.413,48,0,0.00196,0.002007,0.010485,7.555522,1.938937,0.987886,0.253617,0.228537,0.001114,0.299878,0.057815,0.262664,0.620357,0.01662,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0053453913726474135,0.0036784607790478242,0.009766703781310001,0.05062804716958475,-0.007545,115
SYN0208,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,refine,3,B5,2026-01-23,glucose,ammonium,15.56,0.0,0.0,15.56,0.82,0.0,0.0,0.82,2.01,1.35,0.674,0.287,1.32,0.44,6.43,24.7,low,114,0.0,0.085,96,0,0.000258,0.000253,0.001705,14.374484,0.714976,1.161398,0.457325,0.272247,0.00011,0.564882,0.085625,0.291007,0.941515,0.001808,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0007036280480321595,0.000598166488152269,0.0009643962441149912,0.09101173229056367,-0.022104,161
SYN0209,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,2,B1,2026-01-13,glucose,ammonium,18.6,0.0,0.0,18.6,5.09,0.0,0.0,5.09,0.52,1.61,0.049,0.024,0.98,0.52,3.6,22.6,high,244,0.0,0.614,48,0,1.2e-05,1.2e-05,8.2e-05,16.769555,3.798438,0.273849,1.028781,0.246756,4e-06,0.427265,0.076259,0.231965,0.735489,0.000112,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,3.2726885954984165e-05,2.8768124356883318e-05,3.5068954331454224e-05,0.06510520307212662,-0.016248,147
SYN0210,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,exploit,3,B6,2026-01-27,glucose,yeast_extract,8.95,0.0,0.0,8.95,0.0,0.0,6.41,3.846,3.66,1.31,0.238,0.483,0.49,1.05,4.1,33.6,low,130,0.0,0.545,72,0,0.01375,0.014158,0.075012,7.675143,2.796199,1.961851,0.716926,0.227587,0.008381,0.268313,0.148128,0.259356,0.675796,0.099909,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.03749955682341936,0.026316518832421115,0.07347822656297946,0.05759916767544774,0.022631,61
SYN0211,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,3,B6,2026-01-08,glucose,nitrate,22.93,0.0,0.0,22.93,0.0,1.43,0.0,1.43,3.84,1.18,0.334,0.132,0.93,1.92,5.24,33.9,medium,172,0.0,0.534,48,0,0.050607,0.050707,0.335923,16.858591,1.105781,2.627123,0.654272,0.266558,0.01465,0.391792,0.14798,0.100506,0.640277,0.344113,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.13801745979365698,0.11785212973582092,0.12844004523895108,0.05313286725069715,0.101959,17
SYN0212,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,exploit,1,B5,2026-01-11,glucose,nitrate,13.21,0.0,0.0,13.21,0.0,3.2,0.0,3.2,1.61,1.89,0.416,0.241,0.76,1.31,3.98,35.9,medium,179,0.0,0.544,48,0,0.018242,0.018906,0.113807,9.713176,1.989012,0.730346,1.146293,0.248308,0.008615,0.344601,0.033836,0.182484,0.56092,0.168672,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.049750321132568436,0.039926999130290484,0.07552976039136952,0.0431542022317796,0.035704,47
SYN0213,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,exploit,2,B4,2026-01-13,glucose,ammonium,10.2,0.0,0.0,10.2,5.31,0.0,0.0,5.31,1.39,0.3,0.781,0.109,0.36,1.29,3.99,31.6,high,245,0.0,0.353,72,0,0.00267,0.002668,0.015576,7.225726,4.266505,0.954617,0.111919,0.205245,0.001527,0.327328,0.075221,0.41921,0.821759,0.018602,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.007281732124983977,0.0054645403046684705,0.01338757331603265,0.07595313622461497,-0.01185,132
SYN0214,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,2,B3,2026-01-14,sucrose,ammonium,0.0,21.03,0.0,21.03,1.28,0.0,0.0,1.28,2.13,0.45,0.705,0.349,0.75,1.1,6.4,23.3,low,129,0.0,0.686,24,0,0.000525,0.000493,0.003647,17.449512,0.878064,1.123399,0.184486,0.236046,0.000173,0.389286,0.11376,0.319367,0.822413,0.004414,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.001431801260530557,0.0012794798723116277,0.0015167322748353951,0.07603537278751896,-0.017757,156
SYN0215,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,2,B6,2026-01-23,maltose,nitrate,0.0,0.0,11.77,11.77,0.0,1.26,0.0,1.26,3.17,0.96,0.553,0.383,0.66,0.64,4.51,32.7,high,247,0.0,0.516,48,0,0.020366,0.019927,0.122079,9.613634,1.070192,1.386345,0.535289,0.210971,0.010372,0.178788,0.084693,0.164763,0.428245,0.221831,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.055542979946600624,0.042829071382487295,0.09093379858146079,0.02647111968852713,0.045999,40
SYN0216,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,3,B6,2026-01-20,maltose,yeast_extract,0.0,0.0,8.45,8.45,0.0,0.0,0.55,0.33,3.6,0.88,0.213,0.18,1.54,0.98,6.22,37.6,high,241,0.0,0.875,48,0,4e-06,4e-06,2e-05,7.641874,0.182914,1.816891,0.409388,0.227187,2e-06,0.583959,0.249452,0.530018,1.36343,1.5e-05,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,1.0908961984994721e-05,7.0166156968008096e-06,1.7534477165727112e-05,0.1440650036019363,-0.036006,168
SYN0217,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,1,B4,2026-01-15,glucose,nitrate,28.19,0.0,0.0,28.19,0.0,0.63,0.0,0.63,4.25,0.14,0.479,0.292,1.59,0.38,6.28,24.4,medium,188,0.0,0.22,72,0,0.0,0.0,0.0,21.219474,0.566887,1.937754,0.043293,0.194781,0.0,1.398469,0.305004,0.479273,2.182746,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.24708905829956163,-0.061772,176
SYN0218,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,1,B5,2026-01-22,glucose,ammonium,18.46,0.0,0.0,18.46,1.36,0.0,0.0,1.36,0.73,1.19,0.414,0.374,1.8,0.57,5.42,26.1,high,231,0.0,0.927,24,0,0.005233,0.004997,0.036974,12.884679,0.929349,0.473711,0.41722,0.203321,0.002003,0.373764,0.060176,0.179746,0.613686,0.056825,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.014271649516869345,0.012971617438675656,0.017560778881475704,0.04978920907916803,0.0006,92
SYN0219,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,1,B1,2026-01-15,maltose,ammonium,0.0,0.0,18.15,18.15,4.27,0.0,0.0,4.27,2.67,1.03,0.501,0.45,1.43,1.11,5.74,28.9,medium,189,0.0,0.663,48,1,0.083545,0.086955,0.613698,14.405756,2.733042,0.937766,0.657509,0.208487,0.033813,0.289761,0.08279,0.113445,0.485996,0.558062,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.227847307259096,0.21530415099476313,0.29644663820236544,0.033732960276093536,0.205959,9
SYN0220,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,2,B3,2026-01-09,maltose,ammonium,0.0,0.0,34.99,34.99,2.35,0.0,0.0,2.35,1.25,0.57,0.093,0.203,0.13,0.32,4.09,33.7,low,126,0.0,0.308,96,0,0.001545,0.001547,0.010526,33.086151,1.395629,0.617718,0.340904,0.271527,0.000301,0.410299,0.073637,0.24282,0.726757,0.014277,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.004213586566704211,0.003692844841226266,0.00263893881344193,0.06400720663898037,-0.012707,138
SYN0221,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,1,B1,2026-01-01,glucose,ammonium,5.38,0.0,0.0,5.38,5.49,0.0,0.0,5.49,2.96,1.19,0.177,0.353,1.39,0.21,5.64,34.7,medium,178,0.0,0.887,24,0,0.004293,0.004069,0.023663,4.510965,3.211563,1.110588,0.367706,0.193366,0.004398,0.238681,0.142798,0.286893,0.668373,0.034193,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.011708043450395585,0.008301708861669877,0.03855831528743392,0.05666577011208944,0.000549,93
SYN0222,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,2,B5,2026-01-15,maltose,ammonium,0.0,0.0,20.63,20.63,2.51,0.0,0.0,2.51,2.78,1.92,0.635,0.218,0.73,1.78,6.64,26.1,high,241,0.0,0.179,72,0,0.009558,0.009605,0.062741,17.63691,1.501028,1.396926,1.175224,0.248524,0.003041,0.314901,0.078091,0.2912,0.684191,0.083998,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.02606696466314489,0.02201147427164898,0.02666117253048807,0.058654788387342255,0.007496,80
SYN0223,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,2,B4,2026-01-02,glucose,ammonium,11.68,0.0,0.0,11.68,2.38,0.0,0.0,2.38,4.25,1.78,0.455,0.243,0.96,0.21,6.53,29.3,medium,187,0.0,0.898,48,0,0.004489,0.004294,0.027908,9.198531,1.720634,1.735611,0.865174,0.261893,0.002389,0.202874,0.084292,0.195602,0.482768,0.054648,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.012242582587660327,0.00979098554331585,0.020944932974461036,0.03332705870873255,0.003569,86
